id,categoria,codigo,descripcion,unidad,precio_base,precio_material,precio_mano_obra
202,COMERCIAL,DIV SCR-URN,Baños Comerciales - Pantalla divisoria de privacidad entre urinarios anclada a pared (Urinal Screen),EA,125.0,0.0,0.0
203,COMERCIAL,DIV HRD-SET,"Baños Comerciales - Reemplazo de cerradura, pasador de privacidad y bisagras de mampara",SET,65.0,0.0,0.0
204,COMERCIAL,ADA BAR-36,Baños Comerciales - Suministro e instalación de barra de apoyo ADA 36 pulg inox (pared posterior),EA,70.0,0.0,0.0
205,COMERCIAL,ADA BAR-42,Baños Comerciales - Suministro e instalación de barra de apoyo ADA 42 pulg inox (pared lateral),EA,78.0,0.0,0.0
206,COMERCIAL,ADA BAR-SWG,Baños Comerciales - Barra de apoyo abatible / basculante vertical con bloqueo para espacios reducidos,EA,145.0,0.0,0.0
207,COMERCIAL,ACC DSP-PAP,Baños Comerciales - Dispensador doble de papel higiénico institucional con llave y traba antirrobo,EA,48.0,0.0,0.0
208,COMERCIAL,ACC DSP-TWL,Baños Comerciales - Dispensador combinado de toallas de papel y receptáculo de basura embutido en muro,EA,185.0,0.0,0.0
209,COMERCIAL,ACC DRY-AIR,Baños Comerciales - Instalación mecánica de secador de manos eléctrico de aire de alta velocidad,EA,115.0,0.0,0.0
210,COMERCIAL,ACC DSP-JAB,Baños Comerciales - Dispensador institucional de jabón líquido o espuma en acero inoxidable,EA,45.0,0.0,0.0
211,COMERCIAL,ACC MIR-ADA,Baños Comerciales - Espejo con marco perimetral soldado en acero inox de 24x36 pulg fijo o inclinable,EA,95.0,0.0,0.0
212,COMERCIAL,ACC TBL-CHN,Baños Comerciales - Mesa abatible para cambio de pañales de montaje horizontal (Koala Kare o similar),EA,195.0,0.0,0.0
213,COMERCIAL,PLM WCL-FLX,Baños Comerciales - Inodoro institucional de losa suspendido de pared (Wall-hung) con soporte carrier,EA,320.0,0.0,0.0
214,COMERCIAL,PLM WCL-FLR,Baños Comerciales - Inodoro institucional montado al piso con fluxómetro manual Sloan Royal,EA,210.0,0.0,0.0
215,COMERCIAL,PLM FLX-SNS,Baños Comerciales - Instalación o conversión de fluxómetro a sensor electrónico manos libres,EA,145.0,0.0,0.0
216,COMERCIAL,PLM URN-STN,Baños Comerciales - Urinario institucional de pared con fluxómetro de descarga de 0.125 a 0.5 GPF,EA,225.0,0.0,0.0
217,COMERCIAL,PLM LAV-ADA,Baños Comerciales - Lavamanos suspendido comercial con grifo electrónico monomando de sensor,EA,260.0,0.0,0.0
218,COMERCIAL,PLM ADA-INS,Baños Comerciales - Juego de fundas protectoras aislantes para sifón y cañerías bajo lavamanos ADA,SET,38.0,0.0,0.0
219,COMERCIAL,PNT PRE-SCR,"Pintura Comercial - Limpieza mecánica, raspado y lijado de pintura suelta en muros comerciales",SF,0.4,0.0,0.0
220,COMERCIAL,PNT PRE-WSH,Pintura Comercial - Lavado desengrasante y preparación de muros de concreto o mampostería,SF,0.35,0.0,0.0
221,COMERCIAL,PNT MSK-HGT,"Pintura Comercial - Protección y enmascarado pesado de ductos, rociadores y luminarias para rociado en altura",SF,0.45,0.0,0.0
222,COMERCIAL,PNT DRY-FLT,"Pintura Comercial - Rociado Dryfall en estructura metálica, losa corrugada y viguetas expuestas (Flat Black/White)",SF,1.25,0.0,0.0
223,COMERCIAL,PNT DRY-DCT,Pintura Comercial - Limpieza y aplicación de primer y recubrimiento Dryfall sobre ductería expuesta de HVAC,LF,4.5,0.0,0.0
224,COMERCIAL,PNT DRY-HGT,Pintura Comercial - Suplemento por aplicación en altura mayor a 14 pies con elevador de tijera (Scissor Lift),SF,0.35,0.0,0.0
225,COMERCIAL,PNT PRM-COM,Pintura Comercial - Aplicación de imprimante sellador comercial de alta penetración (PVA / Acrílico),SF,0.38,0.0,0.0
226,COMERCIAL,PNT WAL-COM,"Pintura Comercial - Pintura acrílica grado comercial en muros interiores (2 manos, acabado Eggshell/Satin)",SF,0.75,0.0,0.0
227,COMERCIAL,PNT WAL-HIW,Pintura Comercial - Pintura epóxica de 1 componente base agua de alta lavabilidad (Scuff-X o similar),SF,1.15,0.0,0.0
228,COMERCIAL,PNT DOR-MET,Pintura Comercial - Imprimación y pintura con esmalte uretano en ambas caras de puerta metálica comercial,EA,65.0,0.0,0.0
229,COMERCIAL,PNT FRM-MET,Pintura Comercial - Pintura con esmalte industrial de marco metálico de puerta Knock-Down,EA,35.0,0.0,0.0
230,COMERCIAL,PNT RAL-MET,"Pintura Comercial - Lijado, primer anticorrosivo y esmalte brillante en barandales y pasamanos de acero",LF,6.2,0.0,0.0
231,COMERCIAL,PNT EPX-PRM,Pintura Comercial - Imprimante epóxico penetrante sobre concreto nuevo o desbastado,SF,0.85,0.0,0.0
232,COMERCIAL,PNT EPX-TOP,Pintura Comercial - Capa de sellado superior de poliuretano alifático resistente a químicos y rayos UV,SF,1.1,0.0,0.0
233,COMERCIAL,PNT FLR-STR,Pintura Comercial - Pintura de demarcación de líneas de tráfico de seguridad de 4 pulg (Safety Yellow / White),LF,1.8,0.0,0.0
234,COMERCIAL,PNT ADA-SYM,Pintura Comercial - Pintura de símbolo internacional de accesibilidad ADA en piso / estacionamiento con plantilla,EA,85.0,0.0,0.0
235,COMERCIAL,01 31 13.1,Condiciones Generales - Supervisión en obra de tiempo completo / Project Superintendent,DAY,480.0,0.0,0.0
236,COMERCIAL,01 31 13.2,Condiciones Generales - Gestión y coordinación de subcontratistas / Project Management,WK,1250.0,0.0,0.0
237,COMERCIAL,01 31 19.1,Condiciones Generales - Elaboración de planos As-Built y manuales de operación para entrega final,LS,650.0,0.0,0.0
238,COMERCIAL,01 51 16.1,Condiciones Generales - Iluminación y tendido eléctrico provisional para áreas de trabajo,MO,380.0,0.0,0.0
239,COMERCIAL,01 52 13.1,Condiciones Generales - Renta y mantenimiento semanal de sanitario portátil en obra (Porta-Potty),MO,225.0,0.0,0.0
240,COMERCIAL,01 52 19.1,Condiciones Generales - Estación de primeros auxilios y extintores reglamentarios para obra,MO,120.0,0.0,0.0
241,COMERCIAL,01 54 23.1,Condiciones Generales - Renta y traslado de elevador de tijera eléctrico (Scissor Lift 19ft a 26ft),WK,420.0,0.0,0.0
242,COMERCIAL,01 54 23.2,Condiciones Generales - Renta y traslado de plataforma articulada (Boom Lift 40ft),WK,1150.0,0.0,0.0
243,COMERCIAL,01 54 23.3,"Condiciones Generales - Montaje, renta y desmontaje de andamio tubular por sección (Scaffolding)",WK,85.0,0.0,0.0
244,COMERCIAL,01 74 19.1,"Condiciones Generales - Renta, acarreo y vertedero de contenedor roll-off de 20 yardas cúbicas",EA,520.0,0.0,0.0
245,COMERCIAL,01 74 19.2,"Condiciones Generales - Renta, acarreo y vertedero de contenedor roll-off de 30 yardas cúbicas",EA,620.0,0.0,0.0
246,COMERCIAL,01 74 19.3,"Condiciones Generales - Renta, acarreo y vertedero de contenedor roll-off de 40 yardas cúbicas",EA,740.0,0.0,0.0
247,COMERCIAL,01 74 19.4,Condiciones Generales - Cuadrilla de acarreo y limpieza diaria de áreas de trabajo (Laborer),HR,38.0,0.0,0.0
248,COMERCIAL,01 56 39.1,Condiciones Generales - Instalación de muro/barrera antipolvo de plástico hermético (ZipWall Barrier),LF,4.8,0.0,0.0
249,COMERCIAL,01 56 39.2,Condiciones Generales - Protección de pisos existentes de alto valor con tablero rígido (Ram Board / Masonite),SF,0.65,0.0,0.0
250,COMERCIAL,01 56 39.3,Condiciones Generales - Filtro de contención de aire y máquina de presión negativa (Air Scrubber HEPA),WK,280.0,0.0,0.0
251,COMERCIAL,01 77 19.1,Condiciones Generales - Limpieza intermedia continua durante etapas de construcción pesada,SF,0.2,0.0,0.0
252,COMERCIAL,01 77 19.2,Condiciones Generales - Limpieza fina y desinfección total para entrega a cliente (Final Punchout Clean),SF,0.48,0.0,0.0
253,COMERCIAL,01 77 19.3,Condiciones Generales - Lavado y pulido de vidrios interiores/exteriores comerciales en entrega,EA,18.0,0.0,0.0
254,RESIDENCIAL,CON-ZIP-WAL,Contención - Muro temporal hermético de plástico polietileno con postes de tensión y cremallera (ZipWall),LF,4.25,0.0,0.0
255,RESIDENCIAL,CON-FLR-PRO,Protección - Cubierta de pisos existentes con cartón pesado de alta resistencia (Ram Board / Masonite),SF,0.65,0.0,0.0
256,RESIDENCIAL,CON-REG-TAP,Protección - Sellado y enmascarado hermético de rejillas y ductos de aire acondicionado contra polvo,EA,14.0,0.0,0.0
257,RESIDENCIAL,CON-SCR-AIR,Contención - Extractor y purificador de aire continuo con filtro HEPA para control de polvo en obra,DAY,95.0,0.0,0.0
258,RESIDENCIAL,CON-MSK-PLM,"Protección - Plástico protector ligero y cinta sobre muebles, puertas o zonas que no se remodelan",SF,0.25,0.0,0.0
259,RESIDENCIAL,DEM-DRY-WAL,Demolición - Retiro manual de láminas de drywall en muros con extracción de tornillos y clavos en postes,SF,0.55,0.0,0.0
260,RESIDENCIAL,DEM-DRY-CEL,Demolición - Bajada y demolición de drywall en cielos rasos / techos con retiro de anclajes,SF,0.75,0.0,0.0
261,RESIDENCIAL,DEM-LAT-PLS,Demolición - Demolición pesada de pared antigua de yeso grueso sobre listones de madera (Lath and Plaster),SF,2.1,0.0,0.0
262,RESIDENCIAL,DEM-INS-BAT,Demolición - Retiro y embolsado manual de aislamiento de fibra de vidrio contaminado o dañado,SF,0.4,0.0,0.0
263,RESIDENCIAL,DEM-INS-BLW,Demolición - Aspirado mecánico y extracción de aislamiento suelto / soplado en ático o entretecho,SF,0.95,0.0,0.0
264,RESIDENCIAL,DEM-DOR-INT,Demolición - Desmonte y desecho de puerta interior existente con marco y molduras (Casing),EA,35.0,0.0,0.0
265,RESIDENCIAL,DEM-DOR-RST,Demolición - Desmonte cuidadoso de puerta interior para guardar y reinstalar luego (Detach and Reset),EA,55.0,0.0,0.0
266,RESIDENCIAL,DEM-CLS-SHL,"Demolición - Desmonte y retiro de repisas, barras de colgar y organizadores de closet",LF,3.2,0.0,0.0
267,RESIDENCIAL,LAB-DEM-CLR,Limpieza - Mano de obra de peón para acarreo manual de escombros desde el interior hacia el contenedor,HR,35.0,0.0,0.0
268,RESIDENCIAL,DSP-DMP-15Y,"Escombros - Renta, entrega y viaje a vertedero de contenedor roll-off de 15 yardas cúbicas",EA,460.0,0.0,0.0
269,RESIDENCIAL,DSP-DMP-20Y,"Escombros - Renta, entrega y viaje a vertedero de contenedor roll-off de 20 yardas cúbicas",EA,520.0,0.0,0.0
270,RESIDENCIAL,DSP-TRK-LD,Escombros - Carga manual y viaje de botadero en pickup o camión de estacas (Truckload),EA,180.0,0.0,0.0
271,RESIDENCIAL,FRM-W24-STD,"Framing - Muro divisorio de madera 2x4 (solera inferior, superior doble y studs a 16 pulg O.C. hasta 9 pies)",LF,8.75,0.0,0.0
272,RESIDENCIAL,FRM-W24-TLL,Framing - Muro divisorio alto de madera 2x4 (estatura de 10 a 12 pies de altura libre),LF,11.25,0.0,0.0
273,RESIDENCIAL,FRM-W26-STD,Framing - Muro estructural de carga o muro húmedo de plomería con madera 2x6 a 16 pulg O.C.,LF,12.5,0.0,0.0
274,RESIDENCIAL,FRM-W24-24O,Framing - Muro divisorio no estructural de madera 2x4 con studs espaciados a 24 pulg O.C.,LF,7.2,0.0,0.0
275,RESIDENCIAL,FRM-FUR-STR,Framing - Enlistonado de madera 1x3 o 2x2 (furring strips) fijado a muro de concreto/block a 16 pulg O.C.,LF,3.85,0.0,0.0
276,RESIDENCIAL,FRM-PT-SILL,Framing - Solera inferior tratada a presión (PT 2x4 o 2x6) con sellador de base y anclaje a concreto,LF,4.5,0.0,0.0
277,RESIDENCIAL,FRM-JST-28,Framing - Armado de entramado de piso con viguetas de madera 2x8 a 16 pulg O.C. con herrajes joist hangers,SF,4.2,0.0,0.0
278,RESIDENCIAL,FRM-JST-210,Framing - Entramado de piso con viguetas 2x10 o 2x12 a 16 pulg O.C. para claros medianos y grandes,SF,4.95,0.0,0.0
279,RESIDENCIAL,FRM-JST-SST,Framing - Refuerzo lateral / empalmado (Sistering) de vigueta de madera existente 2x8 o 2x10 dañada,LF,14.5,0.0,0.0
280,RESIDENCIAL,FRM-SUB-PLY,Framing - Suministro e instalación de subfloor de plywood machihembrado (T&G 3/4 pulg) con adhesivo y tornillos,SF,3.9,0.0,0.0
281,RESIDENCIAL,FRM-SUB-SHT,Framing - Enchapado exterior de muro con OSB o Plywood 7/16 pulg con clavado perimetral de código,SF,1.85,0.0,0.0
282,RESIDENCIAL,FRM-HDR-26U,Framing - Fabricación e instalación de dintel doble 2x6 para aperturas de puertas hasta 3-0 pies,EA,48.0,0.0,0.0
283,RESIDENCIAL,FRM-HDR-28U,Framing - Fabricación e instalación de dintel doble 2x8 para vanos medianos de 4 a 5 pies de luz,EA,70.0,0.0,0.0
284,RESIDENCIAL,FRM-HDR-210,Framing - Fabricación e instalación de dintel doble 2x10 o 2x12 para aperturas grandes de 6 a 8 pies,EA,105.0,0.0,0.0
285,RESIDENCIAL,FRM-LVL-BM,Framing - Instalación de viga estructural de madera laminada (LVL beam) para eliminación de muro de carga,LF,38.0,0.0,0.0
286,RESIDENCIAL,FRM-COL-4X4,Framing - Suministro y montaje de columna de soporte vertical 4x4 o 6x6 con base metálica Simpson,EA,95.0,0.0,0.0
287,RESIDENCIAL,FRM-POST-JK,Framing - Instalación de juego de postes king stud y jack stud para soporte de cabezal,EA,35.0,0.0,0.0
288,RESIDENCIAL,FRM-BLK-FIR,Framing - Bloqueo cortafuego horizontal (Fire Blocking 2x4/2x6) entre montantes,LF,2.15,0.0,0.0
289,RESIDENCIAL,FRM-BCK-VAN,Framing - Refuerzo de madera maciza (Backing 2x8 o 2x10) empotrado entre studs para colgar vanity,LF,4.25,0.0,0.0
290,RESIDENCIAL,FRM-BCK-TV,Framing - Refuerzo estructural plano de madera maciza para anclaje de soporte articulado de televisor,EA,35.0,0.0,0.0
291,RESIDENCIAL,FRM-BCK-BAR,"Framing - Bloqueo de madera sólido para sujeción de pasamanos, cortineros o barras de seguridad",LF,3.8,0.0,0.0
292,RESIDENCIAL,FRM-PKT-DR,Framing - Ensamble e instalación de jaula estructural para puerta corrediza oculta (Pocket door frame kit),EA,185.0,0.0,0.0
293,RESIDENCIAL,FRM-SOF-DRP,Framing - Construcción de cajón / falso cielo descolgado de madera (Drywall soffit / chase para ductos),LF,14.0,0.0,0.0
294,RESIDENCIAL,FRM-NEW-LBR,"Framing Nuevo - Solo mano de obra general por pie cuadrado de huella (soleras, studs, headers, plates estándar 8-9ft)",SF,7.5,0.0,0.0
295,RESIDENCIAL,FRM-NEW-MAT,Framing Nuevo - Mano de obra y materiales estándar de madera 2x4/2x6 para distribución completa de espacio nuevo,SF,14.5,0.0,0.0
296,RESIDENCIAL,FRM-NEW-BSM,Framing Nuevo - Enmarcado perimetral e interior completo para terminación de sótano (Basement build-out estándar),SF,6.25,0.0,0.0
297,RESIDENCIAL,FRM-ADD-FLR,Framing Nuevo - Estructura de entrepiso y plataforma de soporte para adición residencial,SF,8.5,0.0,0.0
298,RESIDENCIAL,FRM-HGT-10F,Framing Nuevo - Suplemento por altura libre de muros entre 10 y 12 pies (High ceiling framing),SF,1.85,0.0,0.0
299,RESIDENCIAL,FRM-HGT-14F,Framing Nuevo - Suplemento por techos altos catedral o doble altura mayor a 12 pies,SF,3.2,0.0,0.0
300,RESIDENCIAL,FRM-ROF-TRS,Framing Nuevo - Montaje y arriostrado de armaduras prefabricadas de techo (Roof Trusses) por SF de huella,SF,4.8,0.0,0.0
301,RESIDENCIAL,FRM-ROF-RAF,Framing Nuevo - Enmarcado de techo tradicional cortado a mano con vigas y limahoyas (Stick framing / Rafters),SF,6.9,0.0,0.0
302,RESIDENCIAL,INS-BAT-R13,Aislamiento - Colchoneta de fibra de vidrio R-13 con papel kraft para muros interiores 2x4,SF,0.95,0.0,0.0
303,RESIDENCIAL,INS-BAT-R15,Aislamiento - Colchoneta de alta densidad R-15 para muros 2x4 de mayor eficiencia térmica,SF,1.15,0.0,0.0
304,RESIDENCIAL,INS-BAT-R19,Aislamiento - Colchoneta de fibra de vidrio R-19 con papel kraft para muros exteriores 2x6 o pisos sobre crawlspace,SF,1.25,0.0,0.0
305,RESIDENCIAL,INS-BAT-R30,Aislamiento - Colchoneta de fibra de vidrio R-30 sin cara (unfaced) para techos y cielos rasos,SF,1.65,0.0,0.0
306,RESIDENCIAL,INS-BAT-R38,Aislamiento - Colchoneta gruesa R-38 para techos catedral y cavidades de viguetas profundas,SF,2.1,0.0,0.0
307,RESIDENCIAL,INS-ROX-24,Aislamiento Acústico - Lana mineral insonorizante para muros 2x4 (Rockwool Safe n Sound),SF,1.45,0.0,0.0
308,RESIDENCIAL,INS-ROX-26,Aislamiento Acústico - Lana mineral insonorizante y cortafuego para muros 2x6 y entrepisos,SF,1.85,0.0,0.0
309,RESIDENCIAL,INS-BLW-CEL,Aislamiento Soplado - Celulosa tratada soplada a máquina en ático hasta espesor R-38,SF,1.35,0.0,0.0
310,RESIDENCIAL,INS-BLW-FBR,Aislamiento Soplado - Fibra de vidrio suelta soplada a máquina en ático hasta espesor R-30 a R-38,SF,1.2,0.0,0.0
311,RESIDENCIAL,INS-BLW-BAG,Aislamiento Soplado - Suministro e inyección por saco de material aislante suelto,BAG,32.0,0.0,0.0
312,RESIDENCIAL,INS-ATC-RUL,Aislamiento Soplado - Instalación de reglas de medición de profundidad y bafles de alero (Rafter vents),EA,12.0,0.0,0.0
313,RESIDENCIAL,INS-SPY-OPN,Aislamiento Spray - Espuma de celda abierta (Open Cell Spray Foam) de 3 a 3.5 pulgadas de espesor,SF,2.15,0.0,0.0
314,RESIDENCIAL,INS-SPY-CLS,Aislamiento Spray - Espuma de celda cerrada de alta densidad (Closed Cell) de 2 pulgadas (barrera de vapor R-14),SF,3.4,0.0,0.0
315,RESIDENCIAL,INS-RIM-JST,Aislamiento Spray - Sellado y aislamiento con espuma de vigueta perimetral de cimentación (Rim joist spray),LF,6.5,0.0,0.0
316,RESIDENCIAL,INS-AIR-FOM,Sellado de Aire - Aplicación de espuma expansiva cortafuego en perforaciones de plomería y cableado (Fireblock foam),LF,1.6,0.0,0.0
317,RESIDENCIAL,INS-VAP-6ML,Barrera de Vapor - Instalación de plástico polietileno de 6 mil con traslapes encintados en crawlspace o losa,SF,0.55,0.0,0.0
318,RESIDENCIAL,INS-ATC-HCH,Aislamiento Ático - Fabricación de caja aislada y burlete de sellado para escotilla de acceso al ático,EA,95.0,0.0,0.0
319,RESIDENCIAL,DRY-SHT-H12,Drywall por Hoja - Solo colgar lámina estándar 1/2 pulg 4x8 (32 SF) con atornillado a estructura,SH,28.0,0.0,0.0
320,RESIDENCIAL,DRY-SHT-H58,Drywall por Hoja - Solo colgar lámina 5/8 pulg Tipo X o 1/2 antihumedad 4x8 (32 SF),SH,36.0,0.0,0.0
321,RESIDENCIAL,DRY-SHT-H12L,Drywall por Hoja - Solo colgar lámina larga 1/2 pulg 4x12 (48 SF) para reducir uniones,SH,42.0,0.0,0.0
322,RESIDENCIAL,DRY-SHT-T12,"Drywall por Hoja - Solo encinte y masillado Nivel 4 completo por hoja 4x8 (Tape, bed and finish)",SH,38.0,0.0,0.0
323,RESIDENCIAL,DRY-SHT-COM,Drywall por Hoja - Combo completo: Mano de obra para colgar + encintar y lijar hoja 4x8 Nivel 4,SH,65.0,0.0,0.0
324,RESIDENCIAL,DRY-SHT-C12,Drywall por Hoja - Combo completo para lámina 4x12 (48 SF): colgado + terminado Nivel 4,SH,95.0,0.0,0.0
325,RESIDENCIAL,DRY-HNG-12W,Drywall - Colgado de panel estándar 1/2 pulg en muros con tornillos a estructura de madera,SF,0.85,0.0,0.0
326,RESIDENCIAL,DRY-HNG-12C,Drywall - Colgado de panel estándar o liviano 1/2 pulg en cielos rasos / techos (Ceiling board),SF,0.95,0.0,0.0
327,RESIDENCIAL,DRY-HNG-58F,Drywall - Colgado de panel Tipo X de 5/8 pulg cortafuego (Fire-code) en garaje o cuartos mecánicos,SF,1.15,0.0,0.0
328,RESIDENCIAL,DRY-HNG-MRG,Drywall - Colgado de panel verde antihumedad / moho 1/2 pulg (Mold/Moisture Resistant),SF,1.1,0.0,0.0
329,RESIDENCIAL,DRY-HNG-PUR,Drywall - Colgado de panel morado de alta densidad resistente a impactos y humedad extrema (XP/Purple),SF,1.3,0.0,0.0
330,RESIDENCIAL,DRY-HNG-HGT,Drywall - Suplemento por instalación de paneles a alturas superiores a 10 pies (Scaffolding required),SF,0.35,0.0,0.0
331,RESIDENCIAL,DRY-FIN-LV3,Drywall Acabado - Nivel 3: Encinte embebido con 2 capas de pasta en uniones y tornillos (apto para textura pesada),SF,0.85,0.0,0.0
332,RESIDENCIAL,DRY-FIN-LV4,"Drywall Acabado - Nivel 4 estándar: Encinte con 3 capas de pasta, desvanecido amplio y lijado fino listo para pintura",SF,1.15,0.0,0.0
333,RESIDENCIAL,DRY-FIN-LV5,Drywall Acabado - Nivel 5 de lujo: Nivel 4 completo más capa corrida uniforme de pasta en toda la superficie (Skim coat total),SF,1.85,0.0,0.0
334,RESIDENCIAL,DRY-SKM-1CP,Drywall Acabado - Capa corrida de pasta simple (1 mano skim coat) para uniformar absorción antes de pintar,SF,0.75,0.0,0.0
335,RESIDENCIAL,DRY-SKM-2CP,Drywall Acabado - Alisado parejo completo (2 manos skim coat) sobre paredes texturizadas o dañadas,SF,1.35,0.0,0.0
336,RESIDENCIAL,DRY-SKM-CEL,Drywall Acabado - Alisado parejo corrido a espátula/rodillo en cielos rasos (Ceiling skim coat),SF,1.55,0.0,0.0
337,RESIDENCIAL,DRY-SND-SCR,Drywall Acabado - Lijado fino parejo de toda la superficie con lija de malla/screen y luz rasante (Full pole screening),SF,0.35,0.0,0.0
338,RESIDENCIAL,DRY-PAT-SML,"Drywall Reparación - Parche pequeño de hasta 12x12 pulg con respaldo de madera, encinte, pasta y lijado",EA,95.0,0.0,0.0
339,RESIDENCIAL,DRY-PAT-MED,Drywall Reparación - Parche mediano de 1x2 pies hasta 2x2 pies (ej. corte de plomería o acceso),EA,145.0,0.0,0.0
340,RESIDENCIAL,DRY-PAT-LRG,Drywall Reparación - Parche grande de 2x4 pies hasta media lámina con alineación estructural,EA,210.0,0.0,0.0
341,RESIDENCIAL,DRY-PAT-CEL,Drywall Reparación - Suplemento por reparación de parche en cielo raso por fuga de agua,EA,65.0,0.0,0.0
342,RESIDENCIAL,DRY-STS-STR,Drywall Reparación - Retiro de cinta soplada / agrietada y re-encinte con malla y pasta de secado rápido,LF,4.5,0.0,0.0
343,RESIDENCIAL,DRY-CRN-MET,Drywall Remates - Instalación y masillado de esquinero metálico tradicional a 90 grados (Metal corner bead),LF,2.1,0.0,0.0
344,RESIDENCIAL,DRY-CRN-VIN,Drywall Remates - Esquinero vinílico pegado y engrapado para esquinas exteriores perfectas,LF,2.25,0.0,0.0
345,RESIDENCIAL,DRY-CRN-BLN,Drywall Remates - Esquinero redondeado decorativo de radio 3/4 pulg (Bullnose corner bead),LF,2.65,0.0,0.0
346,RESIDENCIAL,DRY-TRM-JBD,Drywall Remates - Moldura terminal en J metálica o plástica contra marcos de puertas o ventanas (J-Bead),LF,2.2,0.0,0.0
347,RESIDENCIAL,TXT-ORG-PEL,Textura - Aplicación de textura mecánica tipo piel de naranja fina o media (Orange Peel),SF,0.65,0.0,0.0
348,RESIDENCIAL,TXT-KNC-DWN,Textura - Aplicación de textura Knockdown rociada a máquina y planchada con espátula de goma,SF,0.85,0.0,0.0
349,RESIDENCIAL,TXT-POP-REM,Textura - Raspado y remoción de textura acústica de palomita de maíz vieja (Popcorn ceiling removal),SF,1.65,0.0,0.0
350,RESIDENCIAL,TXT-POP-SKM,Textura - Remoción de textura popcorn + aplicación de capa corrida de pasta para dejar cielo liso,SF,2.65,0.0,0.0
351,RESIDENCIAL,TXT-SMO-CEL,Textura - Acabado de cielo raso 100% liso nivel espejo (Smooth flat finish),SF,1.45,0.0,0.0
352,RESIDENCIAL,DRY-PKG-LV3,Drywall Paquete - Colgar hoja 1/2 pulg + encinte y acabado Nivel 3 (por pie cuadrado completo),SF,1.7,0.0,0.0
353,RESIDENCIAL,DRY-PKG-LV4,Drywall Paquete - Colgar hoja 1/2 pulg + terminado estándar Nivel 4 listo para pintura (por SF),SF,2.0,0.0,0.0
354,RESIDENCIAL,DRY-PKG-LV5,Drywall Paquete - Colgar panel + terminado de lujo Nivel 5 con capa corrida total (Skim coat por SF),SF,2.7,0.0,0.0
355,RESIDENCIAL,DRY-PKG-58F,Drywall Paquete - Colgar placa 5/8 pulg cortafuego + terminado de uniones contra fuego (Garage fire-tape por SF),SF,1.9,0.0,0.0
450,PISOS,FLR-HWD-GLU,Pisos Madera - Instalacion de madera solida o ingenieril pegada a losa con adhesivo de uretano,SF,4.95,0.0,0.0
356,RESIDENCIAL,DOR-BRN-SGL,Puertas Colgantes - Montaje y nivelacion de riel superior de acero negro y colgado de puerta tipo granero de 1 hoja,EA,165.0,0.0,0.0
357,RESIDENCIAL,DOR-BRN-DBL,Puertas Colgantes - Montaje de riel continuo largo o doble carro para par de puertas tipo granero abiertas al centro,SET,275.0,0.0,0.0
358,RESIDENCIAL,DOR-BYP-CLS,Puertas Colgantes - Instalacion de sistema corredizo colgante bypass de 2 hojas para closet con guia oculta de piso,SET,125.0,0.0,0.0
359,RESIDENCIAL,DOR-BIF-CLS,Puertas Colgantes - Instalacion y calibracion de puerta plegable colgante de dos o cuatro paneles,EA,75.0,0.0,0.0
360,RESIDENCIAL,DOR-PKT-SLB,"Puertas Colgantes - Colgado, nivelacion y ajuste de hoja deslizable dentro de armazon de bolsillo existente",EA,95.0,0.0,0.0
361,RESIDENCIAL,DOR-INT-HCP,"Puertas Interiores - Instalacion, aplomado y calzado de puerta estandar pre-colgada de tambor hueco",EA,75.0,0.0,0.0
362,RESIDENCIAL,DOR-INT-SLD,Puertas Interiores - Instalacion de puerta pesada de nucleo solido con calzado de carga y 3 bisagras,EA,110.0,0.0,0.0
363,RESIDENCIAL,DOR-CAO-SLD,Puertas de Lujo - Instalacion y ajuste de puerta pesada de madera fina o caoba maciza con marco reforzado,EA,145.0,0.0,0.0
364,RESIDENCIAL,DOR-SLB-FIT,"Puertas Interiores - Ajuste manual: cepillado de bordes, rebajes de bisagras y calado de cerradura en hoja suelta",EA,85.0,0.0,0.0
365,RESIDENCIAL,DOR-FRN-INT,Puertas Grandes Dobles - Instalacion y nivelacion de par de puertas francesas interiores con jamba y pasadores de canto,SET,195.0,0.0,0.0
366,RESIDENCIAL,DOR-FRN-EXT,Puertas Grandes Dobles - Instalacion de unidad doble francesa exterior con rotura de puente termico y sellado de umbral,SET,285.0,0.0,0.0
367,RESIDENCIAL,DOR-GLS-PAT,Puertas Vidrio Residencial - Instalacion de puerta corrediza de patio de 2 hojas de vidrio templado,EA,290.0,0.0,0.0
368,RESIDENCIAL,DOR-GLS-3PN,Puertas Vidrio Residencial - Instalacion de puerta corrediza o plegable de patio de gran formato de 3 a 4 paneles de vidrio,EA,440.0,0.0,0.0
369,RESIDENCIAL,DOR-GLS-LIT,Puertas Vidrio Residencial - Instalacion de puerta interior de 1 hoja con paneles de vidrio transparente o esmerilado,EA,125.0,0.0,0.0
370,RESIDENCIAL,DOR-LOK-PAS,Herrajes Puerta - Instalacion de manija tubular de paso o pomo con pestillo estandar,EA,22.0,0.0,0.0
371,RESIDENCIAL,DOR-LOK-PRV,Herrajes Puerta - Instalacion de cerradura de privacidad con boton de bloqueo para banos o alcobas,EA,25.0,0.0,0.0
372,RESIDENCIAL,DOR-LOK-DED,Herrajes Puerta - Perforacion con broca corona e instalacion de cerrojo de seguridad,EA,35.0,0.0,0.0
